source,target,tgt_lng
R/2R ladder DAC,R/2R梯形数模转换器,
RAM stack,RAM堆栈,
DRAMs,动态随机存取存储器,
checkerboard pattern test,棋盘图案测试,
volatile memory,易失性存储器,
Range of signed integer numbers,有符号整数范围,
Ranks,秩,
Read operation,读操作,
nondestructive,非破坏性,
Real numbers,实数,
Refresh burst,刷新突发,
distributed,分布式,
Refreshing,刷新,
Registered logic,寄存逻辑,
Registered mode,寄存模式,
bypass,旁路寄存器,
control,控制,
identification,标识寄存器,
index,索引寄存器,
program counter,程序计数器,
Voltage regulators,稳压器,
power management functions,电源管理功能,
Bus bridges,总线桥接器,
Programmable logic,可编程逻辑,
application specific logic,应用特定逻辑,
SoC,SoC,
MPUs,微处理器单元,
GPU,图形处理器,
ARM architecture,ARM架构,
"Advanced RISC Machines, Ltd.",Advanced RISC Machines有限公司,
RISC,精简指令集计算机,
SPI,SPI,
CAN,CAN,
I2C,I2C,
AGP,AGP,
UART,UART,
Bluetooth,蓝牙,
A-50 Index,A-50索引,
LIFO,后进先出,
register stacks,寄存器堆栈,
top-of-stack,栈顶,
Linearity,线性度,
Listener,监听器,
Literals,字面量,
Little logic,小逻辑,
TTL,TTL,
Logic,逻辑,
burst,突发,
Logic analyzers,逻辑分析仪,
Test/measurement instruments,测试/测量仪器,
channel count and memory depth,通道数与存储深度,
data acquisition,数据采集,
display modes,显示模式,
probes,探头,
combinational,组合,
input and output logic levels,输入与输出逻辑电平,
performance characteristics and parameters,性能特性与参数,
Logic diagrams,逻辑图,
code selection logic,代码选择逻辑,
equality comparison,相等比较,
J-K flip-flop,J-K触发器,
look-ahead carry adder,超前进位加法器,
NAND logic,与非逻辑,
NOR logic,或非逻辑,
Logic elements (LEs),逻辑单元,
Logic expressions,逻辑表达式,
Logic families,逻辑系列,
HC (high-speed CMOS),高速CMOS,
LS (low-power schottky),低功耗肖特基,
Logic function generator,逻辑函数发生器,
Logic functions,逻辑函数,
code conversion,代码转换,
comparison,比较,
counting,计数,
data selection,数据选择,
decoding,解码,
encoding,编码,
levels of abstraction,抽象层次,
symbols,符号,
conditions for testing,测试条件,
driving LED load,驱动LED负载,
effects of internally open input,内部开路输入的影响,
equivalences,等价性,
fundamental building block,基本构建模块,
internal failures,内部故障,
logic symbol representation,逻辑符号表示,
open-drain,漏极开路,
shorted input or output,输入或输出短路,
tri-state CMOS,三态CMOS,
universal,通用,
VHDL descriptions,VHDL描述,
Logic modules,逻辑模块,
block diagram,框图,
configuration,配置,
extended LUT,扩展查找表,
normal mode,正常模式,
operation modes,操作模式,
Logic probes,逻辑探头,
Logic pulsers,逻辑脉冲发生器,
Logic signal source,逻辑信号源,
Logic simplification,逻辑简化,
Constellation maps,星座图,
Content-addressable memory,内容可寻址存储器,
Control bus,控制总线,
Controller area network (CAN) bus,控制器局域网(CAN)总线,
Counters,计数器,
CPLDs (complex programmable logic devices),复杂可编程逻辑器件(CPLD),
LAB (logic block array),逻辑块阵列(LAB),
LUT architecture,查找表架构,
PIA (programmable interconnect array),可编程互连阵列(PIA),
PLA (programmable gate array),可编程门阵列(PLA),
CPU (central processing unit),中央处理器(CPU),
CRC (cyclic redundancy check),循环冗余校验(CRC),
CSP (chip scale package),芯片级封装(CSP),
Binary Coded Decimal,二进制编码十进制,
MOV,MOV,
OUT,OUT,
PUSH,PUSH,
POP,POP,
XCHG,XCHG,
ADD,ADD,
INC,INC,
DEC,DEC,
CMP,CMP,
SUB,SUB,
MUL,MUL,
DIV,DIV,
XOR,XOR,
TEST,TEST,
SAR,SAR,
ROL,ROL,
Ethernet,以太网,
System Bus,系统总线,
Processor,处理器,
Fast Page Mode DRAM,快速页模式DRAM,
FBGA,FBGA,
fine-pitch ball grid array,细间距球栅阵列,
frequency-division multiplexing,频分复用,
regenerative,再生的,
FETs,场效应晶体管,
Field-programmable gate array,现场可编程门阵列,
first in-first out,先进先出,
Filtering,滤波,
low-pass,低通,
Fine-grained FPGA,细粒度FPGA,
Finite state machines,有限状态机,
Firewire bus,Firewire总线,
5-bit Johnson counter,5位约翰逊计数器,
555 timer,555定时器,
astable multivibrator,无稳态多谐振荡器,
monostable operation,单稳态操作,
asynchronous binary counter,异步二进制计数器,
bidirectional universal shift register,双向通用移位寄存器,
data selector/multiplexer,数据选择器/多路复用器,
IC packages,集成电路封装,
parallel load shift register,并行加载移位寄存器,
parallel-access shift register,并行访问移位寄存器,
parity generator/checker,奇偶校验生成器/校验器,
Fixed-function logic gates,固定功能逻辑门,
Flag register,标志寄存器,
Flash technology,闪存技术,
Flip-flop transition tables,触发器转换表,
motion-control products,运动控制产品,
communication applications,通信应用,
motion-control applications,运动控制应用,
encoders,编码器,
pulse width modulators (PWMs),脉宽调制器 (PWM),
position sensing,位置检测,
motor feedback,电机反馈,
multifunctional pins,多功能引脚,
communications microcontroller,通信微控制器,
external memory interface,外部存储器接口,
general-purpose I/O (GPIO) lines,通用输入/输出 (GPIO) 线路,
transmit line,发送线,
clear-to-signal line,清除信号线,
address line,地址线,
external bus controller,外部总线控制器,
circuit design,电路设计,
external circuits,外部电路,
General-Purpose I/O (GPIO),通用输入/输出 (GPIO),
input or outputs,输入或输出,
serial transfer,串行传输,
parallel transfer,并行传输,
LED indicators,LED指示灯,
latches,锁存器,
buffers,缓冲器,
Tri-state,三态,
open-collector outputs,集电极开路输出,
wait-state,等待状态,
bus signals,总线信号,
processor clock,处理器时钟,
access operation,访问操作,
system hardware,系统硬件,
execute,执行,
data register,数据寄存器,
indexed op-code,索引操作码,
accumulator,累加器,
auto-vectored interrupts,自动向量中断,
interrupt service routine,中断服务程序,
ISR,中断服务程序,
bus request,总线请求,
BR,总线请求,
bus grant,总线授权,
BG,总线授权,
bus master,总线主控器,
BGACK,总线授权确认,
word processors,文字处理器,
spreadsheets,电子表格,
computer games,计算机游戏,
system software,系统软件,
MMUs,内存管理单元,
memory protection,内存保护,
address translation,地址转换,
virtual memory,虚拟内存,
cache control,缓存控制,
flow chart,流程图,
Figure P–106,图P–106,
bx register,bx寄存器,
ax register,ax寄存器,
peripheral units,外围设备,
embedded applications,嵌入式应用,
Figure 9–81,图9-81,
Figure 9–80,图9-80,
CLK,时钟,
Q,输出Q,
Figure 9–41,图9-41,
RCO,RCO,
7-segment display,七段显示器,
Figure 9–48,图9-48,
Figure 9–49,图9-49,
Figure 9–51,图9-51,
Figure 9–52,图9-52,
FLRCALL,FLRCALL,
Call pulse,呼叫脉冲,
FLRREQ,FLRREQ,
Request pulse,请求脉冲,
Figure 9–64,图9-64,
elevator controller,电梯控制器,
modulus-1000 counter,模1000计数器,
decade counters,十进制计数器,
"modulus of 30,000",模30000,
"modulus of 50,000",模50000,
Figure 9–50,图9-50,
alarm circuit,报警电路,
audio alarm,音频报警器,
1000-space parking garage,1000车位停车场,
3000-space parking garage,3000车位停车场,
Figure 9–53,图9-53,
parallel-to-serial data conversion,并行到串行数据转换,
fixed-function devices,固定功能器件,
complementation,补运算,
assertion,断言,
NOT operation,非运算,
NOT gate,非门,
fixed-function logic integrated circuits,固定功能逻辑集成电路,
FIGURE 14–27,图14-27,
Multitasked multiprocessing,多任务多处理,
Supervisor and User States,监督态与用户态,
user/supervisor state bit,用户/监督态位,
Memory Management Unit,内存管理单元,
wait-state generation,等待状态生成,
System Services,系统服务,
Interprocess communication,进程间通信,
software interrupts,软件中断,
exception handler,异常处理程序,
network controller card,网络控制器卡,
disk controller,磁盘控制器,
control signals,控制信号,
bus request operation,总线请求操作,
CD drive,CD驱动器,
buffer under run,缓冲区下溢,
memory controller,内存控制器,
system DRAM,系统DRAM,
universal serial bus,通用串行总线,
UTP,非屏蔽双绞线,
unshielded twisted pair,非屏蔽双绞线,
UV EPROMs,紫外可擦除可编程只读存储器,
Verilog,Verilog,
Very-large-scale integration,超大规模集成,
VLSI,VLSI,
seven-segment display,七段显示器,
tank control logic,储罐控制逻辑,
Wait state,等待状态,
Wait-state generator,等待状态生成器,
Waveform editor,波形编辑器,
strobe,选通脉冲,
WORM,WORM,
system memory,系统内存,
system components,系统组件,
bus requests,总线请求,
subroutine,子程序,
peripheral devices,外围设备,
peripheral component interconnect,外设组件互连,
LAB,LAB,
Xilinx,Xilinx,
AIM,高级互连矩阵,
Altera,Altera,
Lattice,Lattice,
Atmel,Atmel,
SOP,SOP,
JTAG,JTAG,
virtual ground,虚地,
Digital-to-Analog Converters,数模转换器,
Accuracy,精度,
Monotonicity,单调性,
least significant bit,最低有效位,
XOR gate,异或门,
look-up tables,查找表,
LUTs,查找表,
SRAM-based FPGA,基于SRAM的现场可编程门阵列,
FPGA core,FPGA内核,
configurable logic block,可配置逻辑块,
CLB,CLB,
LABs,逻辑阵列块,
function blocks,功能块,
FBs,功能块,
fine grained,细粒度,
coarse grained,粗粒度,
Object programs,目标程序,
Octal numbers,八进制数,
Offset error,偏移误差,
One-shots,单稳态触发器,
On-off keying,开关键控,
OOK,OOK,
Op-codes,操作码,
Open-collector buffer/drivers,集电极开路缓冲器/驱动器,
Open-collector gates,集电极开路门,
Operands,操作数,
OS,操作系统,
Optical fiber cable,光纤电缆,
Optical jukebox,光盘库,
Optical memories,光存储器,
Optical storage,光存储,
OR function,或函数,
OR gates,或门,
Oscilloscopes,示波器,
coupling signals,信号耦合,
dual-trace analog,双踪模拟,
front panel,前面板,
horizontal accuracy,水平精度,
horizontal controls,水平控制,
specifications,规格,
trigger controls,触发控制,
untriggered and triggered waveform,未触发与触发波形,
vertical controls,垂直控制,
vertical sensitivity,垂直灵敏度,
voltage probe,电压探头,
edge-triggered operation,边沿触发操作,
fixed-function device,固定功能器件,
logic diagram,逻辑图,
negative edge-triggered,负边沿触发,
positive edge-triggered,正边沿触发,
pulse transition detector,脉冲边沿检测器,
transition table,状态转换表,
DAA (Decimal Adjust for Addition),DAA（十进制调整加法）,
Data centers,数据中心,
selection function,选择函数,
Data flow approach,数据流方法,
Data hold time,数据保持时间,
Data rate,数据速率,
Data registers,数据寄存器,
Data selectors,数据选择器,
eight-input,八输入,
logic symbol,逻辑符号,
Data sheets,数据手册,
parallel,并行,
serial,串行,
Data transmission,数据传输,
baseband,基带,
broadband,宽带,
media,介质,
modes,模式,
wireless,无线,
Data transmission system with error detection,带错误检测的数据传输系统,
data-select inputs,数据选择输入,
timing diagram,时序图,
DC power supply,直流电源,
DDR DRAM,DDR DRAM,
asynchronous recycling,异步循环,
Decimal numbers,十进制数,
Decimal value of signed numbers,有符号数的十进制值,
sign-magnitude,符号-数值表示法,
2’s complement,二进制补码,
Decimal/BCD conversion,十进制/BCD转换,
Decimal-to-binary conversion,十进制转二进制,
repeated division-by-2 method,重复除以2法,
Decimal-to-hexadecimal conversion,十进制转十六进制,
Decimal-to-octal conversion,十进制转八进制,
priority encoder,优先编码器,
Decoders,解码器,
Combinational logic functions,组合逻辑函数,
BCD-to-7-segment,BCD转七段显示,
BCD-to-decimal,BCD转十进制,
demultiplexers,多路分配器,
4-bit,4位,
Control Dependency,控制依赖,
storage element,存储元件,
clock input,时钟输入,
synchronous clear,同步清零,
CLR input,CLR 输入,
preset mode,预设模式,
LOAD input,LOAD输入,
AND Dependency,与依赖,
ENT input,ENT 输入,
RCO output,RCO 输出,
tri-state devices,三态器件,
open collector devices,开集电极器件,
open drain devices,开漏器件,
address decoder,地址解码器,
Wait states,等待状态,
buffer,缓冲器,
write operation,写操作,
inherent,隐含寻址,
direct,直接寻址,
immediate,立即数,
indexed,变址寻址,
relative,相对寻址,
Branching,分支,
Direct memory access,直接内存访问,
