source,target,tgt_lng
LTC1041,LTC1041,
thermostat,恒温器,
power MOSFET,功率MOSFET,
diode bridge,二极管电桥,
heater control circuitry,加热器控制电路,
DELTA (Pin 5),DELTA（引脚5）,
GND (Pin 4),接地（引脚4）,
dead-band,死区,
VIN (Pin 3),输入电压（引脚3）,
SET POINT (Pin 2),设定点（引脚2）,
Freezer alarm,冷冻柜报警器,
Figure 29.8,图29.8,
industrial and home freezers,工业与家用冷冻柜,
refrigerated trucks,冷藏卡车,
rail cars,铁路冷藏车厢,
LTC1042,LTC1042,
sampled operation window comparator,采样式窗口比较器,
Box Section B,方框部分B,
10M-0.05mF combination,10 MΩ–0.05 mF组合,
sample rate of 1Hz,1 Hz采样率,
bridge values,桥接值,
Pin 1,引脚1,
Pin 6,引脚6,
Overtemperature,超温,
12-Bit A/D converter,12位模数转换器,
Integrating A/D converters,积分型模数转换器,
successive approximation (SAR) approach,逐次逼近（SAR）方式,
12-bit SAR converter,12位SAR转换器,
micropower,微功耗,
Figure 29.9,图29.9,
SAR chip,SAR芯片,
DAC,数模转换器,
CMOS DAC,CMOS数模转换器,
output capacitance,输出电容,
micropower comparator C1,微功耗比较器C1,
LTC1044,LTC1044,
plus-to-minus voltage converter,正转负电压转换器,
negative reference,负参考电压,
1985,1985年,
LT1016 Comparator,LT1016比较器,
TTL comparator,TTL比较器,
LT1394,LT1394,
single supply operation,单电源工作,
input range,输入范围,
common mode range,共模输入范围,
input operating range,输入工作范围,
high speed linear devices,高速线性器件,
comparator,比较器,
monolithic linear component,单片线性器件,
IC op amp,集成电路运算放大器,
analog design world,模拟设计领域,
1-bit A/D converter,1位模数转换器,
high speed comparators,高速比较器,
op amp-based circuit,基于运算放大器的电路,
feedback loop,反馈环路,
DC,直流,
low frequency,低频,
circuit parasitics,电路寄生参数,
resistor values,电阻值,
compensation techniques,补偿技术,
nonlinear distortion,非线性失真,
linear distortion,线性失真,
N-th harmonic distortion,第N次谐波失真,
THD,总谐波失真,
THD+N,总谐波失真加噪声,
spectrum analyzers,频谱分析仪,
wave analyzers,波形分析仪,
FFT analyzers,FFT分析仪,
notch filter,陷波滤波器,
class AB amplifiers,AB类放大器,
class B amplifiers,B类放大器,
crossover distortion,交越失真,
FM,调频,
TV broadcast,电视广播,
1k trim,1k可调电阻,
120VAC,120V交流电,
variable AC line transformer,可变交流电源变压器,
line isolation transformer,线路隔离变压器,
RMS voltmeter,真有效值电压表,
Figure 38.4,图38.4,
90VAC,90V交流电,
130VAC,130V交流电,
140VAC,140V交流电,
Figure 38.5,图38.5,
220VAC,220V交流电,
Figure 38.6,图38.6,
Figure 38.7,图38.7,
135VAC,135V交流电,
270VAC,270V交流电,
A/D converter,模数转换器,
optocouplers,光耦合器,
LTC6650,LTC6650,
1V reference,1V基准电压,
20k trim,20k可调电阻,
200kHz bandwidth,200kHz带宽,
Figure 7.30,图7.30,
Figure 7.31,图7.31,
28V DC,28V直流,
115VAC 400Hz,115V交流400Hz,
Figure 7.32,图7.32,
800Hz half-sine,800Hz半正弦波,
Traces C and D,波形C和D,
Trace E,波形E,
Traces F and G,波形F和G,
Trace H,波形H,
100kHz switching frequency,100kHz开关频率,
RC lead network,RC超前网络,
BNC,BNC,
GR874,GR874,
Tektronix 556,泰克556型示波器,
1S1 sampling plug-in,1S1采样插件,
P6032 probe,P6032探头,
Hewlett-Packard 4195A,惠普4195A,
VIN pin,VIN引脚,
VMAX = 60V,最大电压为60V,
30V zener diode,30V齐纳二极管,
inductor,电感器,
ground pin,接地引脚,
feedback pin,反馈引脚,
5V output,5V输出,
Figure 6.1,图6.1,
low ESR capacitor,低等效串联电阻电容器,
equivalent series resistance,等效串联电阻,
68V zener,68V齐纳二极管,
VSW maximum voltage is 75V,VSW最高电压为75V,
Figure 6.5,图6.5,
VSW pin,VSW引脚,
flyback configurations,反激式配置,
Fully-isolated telecom flyback regulator,完全隔离式电信反激稳压器,
Figure 6.6,图6.6,
galvanically isolated,电气隔离,
2-terminal inductor,双端电感器,
Q1 through Q4,Q1至Q4,
LT1071,LT1071,
VC pin,VC引脚,
MUR120 diode,MUR120二极管,
100kHz,100 kHz,
200kHz,200 kHz,
LTC Application Note 19,LTC应用笔记19,
Figure D2,图D2,
"LTC Application Notes 19, 25 and 29",LTC应用笔记19、25和29,
Appendix E,附录E,
half-sine reference generator,半正弦参考信号发生器,
Figure 7,图7,
Figure E3,图E3,
1.024MHz crystal oscillator,1.024 MHz晶体振荡器,
7490,7490,
LT1074’s 102.4kHz sync. option output,LT1074的102.4 kHz同步选项输出,
74191 counters,74191计数器,
2716 EPROM,2716 EPROM,
8-bit (256 states) digitally coded half-sine,8位（256个状态）数字编码半正弦波,
Figure E1,图E1,
Sean Gold,肖恩·戈尔德,
Guy M. Hoover,盖伊·M·胡佛,
Figure 31.10,图31.10,
Figure 31.11,图31.11,
LTC1064,LTC1064,
LTC1064-X,LTC1064-X,
8-bit A/D converter,8位模数转换器,
12-bit converter,12位转换器,
C1,电容C1,
A2,放大器A2,
1ms sampling phase,1毫秒采样阶段,
10Hz sampling rate,10赫兹采样率,
C1’s droop rate,电容C1的压降率,
3mV/V slope factor transducers,3毫伏/伏斜率系数传感器,
12-bit systems,12位系统,
Strobed operation strain gauge bridge signal conditioner,脉冲式工作应变计电桥信号调理电路,
Figure 29.5,图29.5,
LT1054,LT1054,
Q1,晶体管Q1,
A1,放大器A1,
Q2,晶体管Q2,
8V,8伏,
100mA capability LT1054,100毫安能力LT1054,
0.02mF capacitor,0.02毫法电容,
A1-LT1054 loop,A1-LT1054环路,
output trim,输出微调,
100k-0.1mF combination,100千欧-0.1毫法组合,
Thermistor signal conditioner for current loop application,用于电流环路应用的热敏电阻信号调理电路,
4mA to 20mA current loop,4毫安至20毫安电流环路,
Figure 29.6,图29.6,
LM134,LM134,
LTC1040,LTC1040,
Sampling techniques and components for micropower circuits,微功耗电路的采样技术与元件,
YSI thermistor network,YSI热敏电阻网络,
Ultra fast buffer probe physical layout,超快速缓冲探针物理布局,
schematic presentation,原理图表示,
Ultra-fast high impedance probe,超快速高阻抗探针,
Ultra-precision instrumentation amplifier,超精密仪表放大器,
Unbypassed line,未旁路线路,
Uncompensated transducer,未补偿传感器,
Undamped regulator flyback pulse,无阻尼稳压器反激脉冲,
Unstable oscilloscope triggering,示波器触发不稳定,
USB interface,USB接口,
Varactor tuned Wien bridge,变容二极管调谐的文氏电桥,
spectrum analysis,频谱分析,
Variable-gain amplifier,可变增益放大器,
Very Civilized LT1533 Demonstration Board,Very Civilized LT1533演示板,
Vicor module trim pin transient response,Vicor模块调零引脚瞬态响应,
Virtual remote,虚拟远程,
sense controls discrete linear regulator,传感控制分立线性稳压器,
sensed voltage boost configuration,感应电压升压配置,
Virtual remote sensing (VRS),虚拟远程传感（VRS）,
halogen lamp drive circuit,卤素灯驱动电路,
traditional remote sensing,传统远程传感,
voltage regulators,电压调节器,
LT1086,LT1086,
2-wire virtual remote sensing,两线制虚拟远程传感,
Voltage reference,电压基准,
board stress,电路板应力,
burn-in,老化测试,
current-hungry loads,大电流负载,
‘‘NC’’ pins,“NC”引脚,
temperature-induced noise,温度引起的噪声,
trim-induced temperature drift,调零引起的温度漂移,
Voltage controlled current,电压控制电流,
grounded load,接地负载,
"high power, wideband",高功率宽带,
Voltage-controlled oscillators (VCO),压控振荡器（VCO）,
sine wave output,正弦波输出,
Voltage drops,电压降,
Voltage gains,电压增益,
bipolar swing,双极摆幅,
level shift,电平移位,
Voltage-sensing error amplifier,电压传感误差放大器,
Voltage slew control,电压压摆率控制,
Voltage-to-current-to-magnetic,电压-电流-磁转换,
Voltage-to-frequency converter,电压-频率转换器,
linearity,线性度,
Voltmeter,电压表,
ground referred single cell measurement,接地参考单节电池测量,
lead attached to regulator output,连接至稳压器输出的引线,
measuring cell,电池测量,
5V to 12V breadboard,5V至12V面包板,
Wall type thermostat,壁挂式恒温器,
Warm-up drift,预热漂移,
adaptively triggered fiber optic receivers,自适应触发光纤接收器,
circuit,电路,
At CMRR’s,在共模抑制比下,
digital-output thermocouple isolator,数字输出热电偶隔离器,
distortion,失真,
FET probe monitors,场效应管探针监测,
fast summing comparator’s,快速求和比较器,
flip-flop drive stage,触发器驱动级,
fiber optic receiver,光纤接收器,
high capacity core unit,大容量核心单元,
isolation amplifier,隔离放大器,
load,负载,
100mA A/D,100mA模数转换器,
18ns circuit,18纳秒电路,
off-screen activity,屏幕外活动,
500V output into 100W load,500V输出至100W负载,
pulse stretcher,脉冲展宽器,
purity,纯度,
repositioning,重新定位,
step-down regulator,降压稳压器,
test pulse,测试脉冲,
"+28 to 110VAC, 400Hz converter’s",+28至110V交流、400Hz变换器,
transmition,传输,
turnaround sequence,转向序列,
Waveforms for 10W output,10W输出波形,
WCDMA,WCDMA,
Wideband code division multiple access (WCDMA) modulation,宽带码分多址（WCDMA）调制,
Wheatstone bridge,惠斯通电桥,
Wideband attenuator providing fast step to verify test setup bandwidth,提供快速阶跃以验证测试系统带宽的宽带衰减器,
2-phase converter,两相转换器,
A1B1,A1B1,
A2B2,A2B2,
AA1,AA1,
AA2,AA2,
BB1,BB1,
BB2,BB2,
Figure 14.13,图14.13,
100A PolyPhase power supply,100安培多相电源,
Siliconix,硅通用公司,
Fairchild,仙童半导体,
International Rectifier,国际整流器公司,
Si4420,Si4420,
FDS6670A,FDS6670A,
FDS7760A,FDS7760A,
IRF7811,IRF7811,
IRF7805,IRF7805,
feedback tap,反馈抽头,
phase coherent information,相位相干信息,
750k resistors,750k电阻,
transformer feedback terminal,变压器反馈端子,
Q4’s collector,Q4集电极,
CMOS inverter based oscillator,基于CMOS反相器的振荡器,
resonance loop,谐振环路,
Figure 15.7,图15.7,
PZT,PZT,
LT1375,LT1375,
Figure 15.11,图15.11,
display parasitic capacitance,显示寄生电容,
lamp reflector,灯反射器,
RC averaging time constant,RC平均时间常数,
RMS to DC converter,有效值转直流转换器,
amplitude control loop scale factor,幅度控制环路比例系数,
magnetically based inverters,磁性逆变器,
Figure 30.18,图30.18,
I2-I5,I2–I5,
680pF-10k,680皮法–10千欧,
74C74 flip-flop,74C74触发器,
10mF capacitor,10毫法电容,
0.05mF capacitor,0.05毫法电容,
74C906 open-drain buffer,74C906开漏缓冲器,
Q2-Q3 current source,Q2–Q3电流源,
thermocouple,热电偶,
I9-I11 inverter chain,I9–I11反相器链,
I11,I11,
0.01mF capacitor,0.01毫法电容,
Trace F,波形F,
33k-100pF filter,33千欧–100皮法滤波器,
clocked synchronous demodulator,时钟同步解调器,
74C74 reset pin,74C74复位引脚,
Figure 30.19,图30.19,
offset addition,偏移量加法,
breakpoints,分段点,
analog computation,模拟计算,
digital correction,数字校正,
Figure 30.20,图30.20,
type S thermocouple,S型热电偶,
LT1025,LT1025,
LTC1052 chopper-stabilized amplifier,LTC1052斩波稳定放大器,
LT1009,LT1009,
VIN,输入电压,
NiCad batteries,镍镉电池,
linear regulator,线性稳压器,
Figure 3.9,图3.9,
TO-92,TO-92,
PNP transistor,PNP晶体管,
Motorola MJE1123,摩托罗拉MJE1123,
Zetex ZBD949,泽特克斯ZBD949,
LT1123,LT1123,
LTC1155,LTC1155,
N-channel FET,N沟道场效应晶体管,
charge pump,电荷泵,
SO,SO封装,
DIP,双列直插式封装,
LTC1157,LTC1157,
3.3V supplies,3.3V电源,
1ppmDAC,1 ppm DAC,
Figure 22.9,图22.9,
LTC2400 Data Sheet,LTC2400数据手册,
January 1999,1999年1月,
LTC2410 Data Sheet,LTC2410数据手册,
April 2000,2000年4月,
Keithley Instruments,吉时利仪器公司,
Low Level Measurements,低电平测量,
"Williams, J.",威廉姆斯，J.,
Testing Linearity of the LTC2400 24-Bit A/D Converter,LTC2400 24位模数转换器线性度测试,
Design Solution 11,设计解决方案11,
November 1999,1999年11月,
"Seebeck, T. Dr.",塞贝克，T.博士,
Magnetische Polarisation der Metalle und Erze durch Temperatur-Differenz,金属与矿石的温差磁极化,
Abhandlungen der Preussischen Akademie der Wissenschaften,普鲁士科学院论文集,
1822-1823,1822–1823年,
"Lee, M.",李，M.,
Understanding and Applying Voltage References,电压基准的理解与应用,
Application Note 82,应用笔记82,
Applications Considerations and Circuits for a New Chopper-Stabilized Op Amp,新型斩波稳定运算放大器的应用考虑与电路,
Application Note 9,应用笔记9,
August 1987,1987年8月,
"Huffman, B.",哈夫曼，B.,
Voltage Reference Circuit Collection,电压基准电路集,
Application Note 42,应用笔记42,
"Spreadbury, P. J.",斯普雷德伯里，P. J.,
The Ultra-Zener—A Portable Replacement for the Weston Cell?,超稳齐纳二极管——韦斯顿电池的便携式替代品？,
"Vol. 40, No. 2",第40卷第2期,
April 1991,1991年4月,
Thermocouple Measurement,热电偶测量,
Application Note 28,应用笔记28,
February 1988,1988年2月,
"Hueckel, J. H.",许克尔，J. H.,
Input Connection Practices for Differential Amplifiers,差分放大器输入连接规范,
Neff Inst. Corporation,内夫仪器公司,
"Duarte, California",加利福尼亚州杜阿尔特,
Gould Inc.,古尔德公司,
Elimination of Noise in Low Level Circuits,低电平电路噪声消除,
Instrument Systems Division,仪器系统部,
"Cleveland, Ohio",俄亥俄州克利夫兰,
Prevent Low Level Amplifier Problems,防止低电平放大器问题,
"February 15, 1975",1975年2月15日,
"Pascoe, G.",帕斯科，G.,
The Choice of Solders for High Gain Devices,高增益器件焊料的选择,
New Electronics (Great Britain),新电子（英国）,
"February 6, 1977",1977年2月6日,
The Thermo-E.M.F. of Tin-Lead Alloys,锡铅合金的热电动势,
