source,target,tgt_lng
START-All Programs-Cadence-OrCAD 16.3 Demo- OrCAD Capture CIS Demo,开始-所有程序-Cadence-OrCAD 16.3演示版-OrCAD Capture CIS演示版,
Send to,发送到,
Desktop (create shortcut),桌面（创建快捷方式）,
OrCAD icon,OrCAD图标,
Folder Creation,文件夹创建,
Explore,资源管理器,
Hard Drive (C:),硬盘驱动器(C:),
New,新建,
Folder,文件夹,
OrCAD 11.3,OrCAD 11.3,
RThi,RThi,
Rsig,Rsig,
Exam le 9.13,例9.13,
C ds,C ds,
Section 9.15,第9.15节,
Miller capacitance,米勒电容,
MULTISTAGE FREQUENCY EFFECTS,多级频率效应,
C o,C o,
CW1,CW1,
C be,C be,
CMi,CMi,
Fig. 9.58,图9.58,
f L,f L,
f H,f H,
f (cid:6)L,f′L,
f (cid:6)H,f′H,
f (cid:7)L,f″L,
f (cid:7)H,f″H,
Fig. 17.8,图17.8,
Fig. 17.10b,图17.10b,
Fig. 17.11,图17.11,
Fig. 17.12,图17.12,
Fig. 17.13,图17.13,
BJT AC ANALYSIS,双极结型晶体管交流分析,
TRANSISTORS_VIRTUAL,虚拟晶体管,
BJT_NPN_VIRTUAL,虚拟NPN双极型晶体管,
Fig. 5.148,图5.148,
beta value,β值,
EDIT-PROPERTIES,编辑属性,
Edit Model,编辑模型,
Change Part Model,更改部件模型,
ac source,交流源,
rms units,有效值单位,
peak value,峰值,
Power Sources,电源,
Signal Sources,信号源,
AC_POWER,交流电源,
Voltage (RMS),电压（有效值）,
1 mV,1毫伏,
1000 Hz,1000赫兹,
0-degree phase shift,0度相移,
vacuum tubes,真空管,
Transistors,晶体管,
three-terminal devices,三端器件,
forward-biased,正向偏置,
reverse-biased,反向偏置,
dc emitter current,直流发射极电流,
base current,基极电流,
majority component,多数载流子分量,
minority current,少数载流子电流,
leakage current,漏电流,
transistor symbol,晶体管符号,
conventional current flow,常规电流方向,
active region,放大区,
base–emitter junction,基极-发射极结,
collector–base junction,集电极-基极结,
base-to-emitter voltage,基极-发射极电压,
alpha,α,
npn transistor,NPN晶体管,
ac beta,交流β,
collector-to-emitter voltage,集电极-发射极电压,
Example 5.2,例5.2,
ANALOG library,模拟库,
CCCS,电流控制电流源,
Fig. 5.146,图5.146,
Fig. 5.145,图5.145,
Fig. 5.139,图5.139,
dc levels,直流电平,
ac conditions,交流条件,
dc biasing conditions,直流偏置条件,
Output File,输出文件,
collector voltage,集电极电压,
Darlington pairs,达林顿对,
Fig. 5.147,图5.147,
Example 5.17,例5.17,
I s,I s,
applied frequency,施加频率,
Fig. 5.147a,图5.147a,
Fig. 5.147b,图5.147b,
base and emitter,基极与发射极,
Section 5.17,第5.17节,
combination networks,组合网络,
construction,结构,
current mirror configuration,电流镜配置,
cutoff,截止区,
design,设计,
effect of R S and R L,R_S和R_L的影响,
emitter follower configuration,射极跟随器配置,
feedback pair,反馈对,
fixed-bias configuration,固定偏置配置,
frequency response,频率响应,
gain-bandwidth product,增益带宽积,
Giacoletto model,贾科莱托模型,
hybrid equivalent circuit,混合等效电路,
hybrid parameter variation,混合参数变化,
hybrid pi model,混合π模型,
limits of operation,工作极限,
linear region,线性区,
load-line analysis,负载线分析,
majority carriers,多数载流子,
Miller effect capacitance,米勒效应电容,
minority carriers,少数载流子,
miscellaneous bias configurations,其他偏置配置,
modeling,建模,
normalization,归一化,
operation,操作,
phase relationship,相位关系,
RC -coupled amplifier,RC耦合放大器,
Example 5.16,例5.16,
CE stage,共射极级,
CB stage,共基极级,
Miller-effect input capacitance,米勒效应输入电容,
5.17 DARLINGTON CONNECTION,5.17 达林顿连接,
Darlington connection,达林顿连接,
Fig. 5.73,图5.73,
Dr. Sidney Darlington,西德尼·达林顿博士,
1953,1953年,
Fig 5.74,图5.74,
Fig. 5.75,图5.75,
"American (Pittsburgh, PA; Exeter, NH)",美国人（宾夕法尼亚州匹兹堡；新罕布什尔州埃克塞特）,
Bell Laboratories,贝尔实验室,
"Department of Electrical and Computer Engineering, University of New Hampshire",新罕布什尔大学电气与计算机工程系,
Harvard,哈佛大学,
MIT,麻省理工学院,
Columbia University,哥伦比亚大学,
1929,1929年,
Circuits and Control Department,电路与控制部,
Edward Norton,爱德华·诺顿,
Hendrik Bode,亨德里克·博德,
24 U.S. patents,24项美国专利,
Presidential Medal of Freedom,总统自由勋章,
1945,1945年,
National Academy of Engineering,美国国家工程院,
IEEE Edison Medal,IEEE爱迪生奖章,
1975,1975年,
IEEE Medal of Honor,IEEE荣誉奖章,
1981,1981年,
U.S. patent 2 663 806,美国专利2663806,
Semiconductor Signal Translating Device,半导体信号转换装置,
"December 22, 1953",1953年12月22日,
compound IC construction,复合集成电路构造,
Chirp technique,啁啾技术,
waveguide transmission,波导传输,
radar systems,雷达系统,
Bell Laboratories Command Guidance System,贝尔实验室指令制导系统,
satellites,卫星,
radar tracking,雷达跟踪,
inertial control,惯性控制,
Appalachian Mountain Club,阿巴拉契亚山俱乐部,
Mt. Washington,华盛顿山,
RC -coupled transistor amplifier,RC耦合晶体管放大器,
3-dB frequency,3分贝频率,
gain−bandwidth product,增益带宽积,
Fourier series expansion,傅里叶级数展开,
fundamental term,基波项,
third harmonic,三次谐波,
fifth and seventh harmonics,五次和七次谐波,
Fig. 1.2,图1.2,
Dr. Gordon E. Moore,戈登·E·摩尔博士,
Moore,摩尔,
IC chip,集成电路芯片,
semiconductor material,半导体材料,
network design technique,网络设计技术,
manufacturing and processing equipment,制造与加工设备,
semiconductor industry,半导体行业,
solid-state devices,固态器件,
electric circuits,电路,
single-crystal,单晶,
compound,化合物,
gallium arsenide,砷化镓,
cadmium sulfide,硫化镉,
gallium nitride,氮化镓,
gallium arsenide phosphide,磷砷化镓,
room temperature,室温,
Switching Times,开关时间,
Noise Figures,噪声系数,
source resistance,源电阻,
h-parameters,h参数,
hybrid,混合,
short-circuit input-impedance parameter,短路输入阻抗参数,
open-circuit reverse transfer voltage ratio parameter,开路反向电压传输比参数,
VGS(off),栅源截止电压,
Chapter 8,第8章,
Fig. 6.20a,图6.20a,
Common-Drain characteristics,共漏极特性,
Fig. 6.20b,图6.20b,
Power Dissipation,功率耗散,
Ambient temperature,环境温度,
Fig. 6.20c,图6.20c,
100°C,100°C,
Capacitive effects,电容效应,
Fig. 6.20d,图6.20d,
1 MHz,1兆赫,
Channel Resistance,沟道电阻,
Fig. 6.20e,图6.20e,
Fig. 6.20f,图6.20f,
Output Conductance,输出电导,
Fig. 6.20g,图6.20g,
JFET ac networks,结型场效应晶体管交流网络,
Operating Region,工作区域,
Fig. 6.21,图6.21,
ohmic region,欧姆区,
VDSmax,最大漏源电压,
manufacturing process,制造工艺,
minority carrier lifetime,少数载流子寿命,
associated resistance,相关电阻,
high-speed applications,高速应用,
Fig. 1.34,图1.34,
low- or mid-frequency applications,低频或中频应用,
diode specification sheets,二极管规格书,
t rr,t rr,
forward-bias state,正向偏置状态,
transition interval,过渡区间,
Fig. 1.35,图1.35,
61 SERIES DIODE CONFIGURATIONS,61系列二极管配置,
Example 2.1,例2.1,
0.7-V offset,0.7伏偏移,
Example 2.2,例2.2,
ideal diode model,理想二极管模型,
threshold voltage V K,阈值电压V K,
approximate model,近似模型,
2.3 SERIES DIODE CONFIGURATIONS,2.3系列二极管配置,
approximate piecewise-linear equivalent model,近似分段线性等效模型,
full characteristics,完整特性,
Table 2.1,表2.1,
silicon diode,硅二极管,
Ge diode,锗二极管,
GaAs diode,砷化镓二极管,
V1(D1),V1(D1),
Axis Settings,轴设置,
User Defined,用户定义,
I(D1),I(D1),
Fig. 2.150,图2.150,
PSpice Model Editor,PSpice模型编辑器,
Cadence OrCAD,Cadence OrCAD,
View-toolbars,视图-工具栏,
Standard,标准,
View,视图,
Main,主,
Components,组件,
Simulation Switch,仿真开关,
Simulation,仿真,
Instruments,仪器,
Place Basic,放置基本元件,
DC BIASING—BJTs,直流偏置—双极结型晶体管,
Bias Stabilization,偏置稳定,
Fig. 4.118,图4.118,
Fig. 4.122,图4.122,
Fig. 4.125,图4.125,
Fig. 4.140,图4.140,
Appendix E,附录E,
magnetizing coil,励磁线圈,
Section 2.11,第2.11节,
photoconductive cell,光敏电阻,
voltage-divider rule,分压规则,
relay,继电器,
alarm circuit,报警电路,
operating point,工作点,
voltage-divider biasing configuration,分压偏置配置,
n-channel JFET,N沟道结型场效应晶体管,
VOLTAGE REGULATORS,稳压器,
ripple factor,纹波系数,
filter circuit,滤波电路,
percentage voltage regulation,电压调整率百分比,
half-wave rectifier,半波整流器,
full-wave rectifier,全波整流器,
rms ripple voltage,均方根纹波电压,
Capacitor Filter,电容滤波器,
voltage regulation,电压调节,
DIODE APPLICATIONS,二极管应用,
RATED_VIRTUAL,额定虚拟,
RESISTOR_RATED,额定电阻器,
CAPACITOR_RATED,额定电容器,
INDUCTOR_RATED,额定电感器,
RESISTOR-RATED,额定电阻器,
Example 2.13,例2.13,
1N4009,1N4009,
Fig. 2.151,图2.151,
3.3-k(cid:5),3.3千欧,
5.6 k(cid:5),5.6千欧,
DC_POWER,直流电源,
12 V,12伏,
p -type material,P型材料,
n -type material,N型材料,
ideality factor,理想因子,
Boltzmann’s constant,玻尔兹曼常数,
absolute temperature,绝对温度,
electronic charge,电子电荷,
transistor parameters,晶体管参数,
r e parameter,r e 参数,
hybrid p equivalent parameters,混合π等效参数,
hfe(B),hfe(B),
hoe(1>ro),hoe(1>ro),
hie(bre),hie(bre),
emitter current,发射极电流,
output resistance,输出电阻,
applied load,外加负载,
hre,hre,
n-channel JFETs,N沟道JFET,
Basic Construction,基本结构,
source terminal,源极,
drain terminals,漏极,
n-doped regions,N型掺杂区,
SiO2 layer,二氧化硅层,
gate metallic platform,栅极金属平台,
Basic Operation and Characteristics,基本工作原理与特性,
ID,漏极电流,
point-contact diode,点接触二极管,
junction area,结区面积,
Vishay Corporation,Vishay Corporation,
peak V R,峰值反向电压,
surge current,浪涌电流,
forward voltage,正向电压,
SCHOTTKY BARRIER (HOT-CARRIER) DIODES,肖特基势垒（热载流子）二极管,
Marburg,马尔堡,
"Berlin, Germany",德国柏林,
University of Rostock,罗斯托克大学,
Siemens Industrial Research Laboratories,西门子工业研究实验室,
Walter Hermann Schottky,瓦尔特·赫尔曼·肖特基,
"Zurich, Switzerland",瑞士苏黎世,
University of Berlin,柏林大学,
Schottky effect,肖特基效应,
superhet,超外差,
tetrode thermionic valve,四极热离子阀,
ribbon microphone,带式麦克风,
Royal Society Hughes award,英国皇家学会休斯奖,
Werner-von-Siemens-Ring,维尔纳·冯·西门子环奖,
Walter Schottky Institute,瓦尔特·肖特基研究所,
D14148,D14148,
Place wire key,放置导线键,
Display Properties dialog box,显示属性对话框,
Multimeter-XXM1,万用表-XXM1,
AMMETER,电流表,
AMMETER_H,水平电流表,
VOLTMETER_HR,水平右极性电压表,
Automatic Wiring,自动布线,
biasing circuit,偏置电路,
maximum ratings,最大额定值,
maximum power constraint,最大功率限制,
small-signal amplifiers,小信号放大器,
depletion,耗尽型,
enhancement,增强型,
n-channel,N沟道,
p-channel,P沟道,
CMOS,互补金属氧化物半导体,
MESFET,金属半导体场效应晶体管,
PSpice Windows,PSpice Windows,
maximum power rating,最大功率额定值,
VOC ISC,VOC ISC,
illumination,光照度,
footcandles,英尺烛光,
S (b),S (b),
S(V BE ),S(V BE ),
S ( I CO ),S ( I CO ),
ICO = ICBO,ICO = ICBO,
R B /R E,R B /R E,
R Th /R E,R Th /R E,
dc response,直流响应,
4.19 PRACTICAL APPLICATIONS,4.19 实际应用,
Chapter 2,第2章,
BJT Diode Usage and Protective Capabilities,BJT二极管用途与保护能力,
ICs,集成电路,
Fig. 4.102,图4.102,
Fig. 4.102a,图4.102a,
Fig. 4.102b,图4.102b,
reference level,参考电平,
cutoff condition,截止条件,
silicon transistors,硅晶体管,
germanium transistors,锗晶体管,
DC Mode,直流模式,
Fig. 9.72,图9.72,
source terminals,源极终端,
Simulate-Analyses-AC Analysis,仿真-分析-交流分析,
AC Analysis dialog box,交流分析对话框,
Frequency Parameters,频率参数,
Stop frequency,终止频率,
Sweep type,扫描类型,
decade,十倍频程,
Number of points per decade,每十倍频程点数,
vertical scale,垂直刻度,
linear mode,线性模式,
magnitude,幅值,
output voltage,输出电压,
dB gain,分贝增益,
Fig. 9.71,图9.71,
Fig. 9.37,图9.37,
Example 9.13,例9.13,
Output variables,输出变量,
Variables in circuit,电路中的变量,
$24,$24,
Selected variables for analysis,选定的分析变量,
Fig. 9.73,图9.73,
View-Show/Hide Grid,视图-显示/隐藏网格,
red arrow,红色箭头,
left vertical column,左侧纵列,
Analysis Graphs,分析图表,
View-Show/Hide Cursors,视图-显示/隐藏光标,
magnitude plot,幅值图,
cursor 1,光标1,
x1 value,x1值,
3-dB point,3分贝点,
cursor 2,光标2,
x2 value,x2值,
180°,180°,
low-frequency capacitors,低频电容器,
Sidney Darlington,Sidney Darlington,
Walter Schottky,Walter Schottky,
Harry Nyquist,Harry Nyquist,
Edwin Colpitts,Edwin Colpitts,
Ralph Hartley,拉尔夫·哈特利,
