source,target,tgt_lng
LT6650,LT6650,
shunt mode operation,分流模式工作,
unipolar processing of bidirectional signals,双向信号的单极性处理,
virtual ground,虚拟地,
LT6700 dual comparator,LT6700双比较器,
LT8300,LT8300,
low IQ,低静态电流,
small preload,小预载,
primary-side voltage sensing,原边电压检测,
very small size,超小尺寸,
low component count solution,元件数量少的解决方案,
LT8410,LT8410,
high impedance batteries,高阻抗电池,
ultralow quiescent current boost converter with output disconnect,带输出断开功能的超低静态电流升压转换器,
LT8610,LT8610,
high efficiency synchronous operation,高效率同步工作,
low dropout operation,低压差工作,
short-circuit robustness using small inductors,使用小型电感器的短路鲁棒性,
wide input range operation at 2 MHz,2 MHz下的宽输入范围工作,
LT8611,LT8611,
current sense and monitoring,电流检测与监控,
LT8705,LT8705,
240W 48V 5A telecom power supply,240 W、48 V、5 A电信电源,
500W charger for 12S LiFePO4 battery,用于12节LiFePO4电池的500 W充电器,
four servo loops,四伺服环路,
wide voltage range,宽电压范围,
LTC regulator controllers,LTC稳压控制器,
LTC RS232,LTC RS232,
LTC201A,LTC201A,
LTC1043,LTC1043,
LTC1045,LTC1045,
LTC1050,LTC1050,
LTC1051 dual chopper op amp,LTC1051双斩波运算放大器,
LTC1062,LTC1062,
LTC1063,LTC1063,
DC performance,直流性能,
dynamic range,动态范围,
internal oscillator,内部振荡器,
LTC1064,LTC1064,
design specifications and test results,设计规格与测试结果,
implementation,实现,
system considerations,系统考虑,
LTC1064-1,LTC1064-1,
comparing with RC active filters,与RC有源滤波器的比较,
LTC1064-4,LTC1064-4,
LTC1065,LTC1065,
LTC1069-1,LTC1069-1,
LTC1069-6,LTC1069-6,
LTC1069-7,LTC1069-7,
LTC1069-X family,LTC1069-X系列,
LTC1090,LTC1090,
data acquisition systems,数据采集系统,
sample and hold,采样保持,
LTC1092,LTC1092,
LTC1094,LTC1094,
LTC1096 and LTC1098,LTC1096和LTC1098,
AC and DC performance,交流与直流性能,
A/D conversion for 3V systems,面向3 V系统的模数转换,
instrument size,仪器尺寸,
longer battery life,更长的电池寿命,
LTC1100,LTC1100,
LTC1142,LTC1142,
triple output high efficiency power supply,三路输出高效率电源,
LTC1148,LTC1148,
circuit particulars,电路细节,
LTC1149,LTC1149,
construction notes,结构说明,
customizing the circuit,电路定制,
theory of operation,工作原理,
LTC1150,LTC1150,
LTC1153,LTC1153,
LTC1155,LTC1155,
cost effective and efficient power system,经济高效且高效的电源系统,
extremely low voltage drop regulator,极低压降稳压器,
quick charge battery charger,快速充电电池充电器,
very low power dissipation,极低功耗,
LTC1157,LTC1157,
LTC1163,LTC1163,
LTC1165,LTC1165,
LTC1174,LTC1174,
100% duty cycle in dropout,压差模式下100%占空比,
positive-to-negative converter,正转负转换器,
LTC1197/LTC1199,LTC1197/LTC1199,
battery current monitor,电池电流监测器,
flexible inputs,灵活输入,
good DC and AC specs,优良的直流与交流指标,
high speed capability,高速能力,
serial I/O,串行输入/输出,
smallest size (MSOP),最小封装（MSOP）,
3V or 5V supplies,3 V或5 V电源,
LTC1265,LTC1265,
100% duty cycle in dropout mode,压差模式下100%占空比,
2.5mm typical height 5V-to-3.3V regulator,典型高度2.5 mm的5 V转3.3 V稳压器,
battery charger application,电池充电器应用,
constant off-time architecture,恒定关断时间架构,
good start-up and transient behavior,良好的启动与瞬态响应特性,
high frequency operation,高频工作,
LTC1266,LTC1266,
dual CCFL backlight inverter,双CCFL背光逆变器,
fault modes,故障模式,
multimode dimming,多模式调光,
LT1776,LT1776,
LT1777,LT1777,
LT1782/LT1783 op amps,LT1782/LT1783运算放大器,
LT1783,LT1783,
LT1785 and LT1791 RS485/RS422 transceivers,LT1785和LT1791 RS485/RS422收发器,
LT1787 high side current sense amplifier,LT1787高端电流检测放大器,
operation with an A/D converter,与模数转换器配合工作,
LT1789-10,LT1789-10,
LT1790,LT1790,
LT1790-1.25,LT1790-1.25,
LT1793,LT1793,
LT1800 amplifier,LT1800放大器,
low power amplifier with 250V output swing,输出摆幅达250V的低功耗放大器,
single supply 1A laser driver,单电源1A激光驱动器,
LT1801 dual,LT1801双通道,
LT1802,LT1802,
LT1806,LT1806,
LT1806 op amp,LT1806运算放大器,
LT1807,LT1807,
LT1809,LT1809,
rail-to-rail pulse width modulator using,采用轨到轨脉宽调制器,
LT1819-based RC lowpass filter,基于LT1819的RC低通滤波器,
LT1880,LT1880,
platinum RTD,铂电阻温度检测器,
single-supply current source for,用于铂电阻温度检测器的单电源电流源,
LT1884,LT1884,
LT1886,LT1886,
frequency response,频率响应,
LT1930,LT1930,
±15V dual output converter with output disconnect,带输出断开功能的±15V双输出转换器,
5V local supply,5V本地供电,
12V local supply,12V本地供电,
LT1930A,LT1930A,
LT1932,LT1932,
dimming control,调光控制,
Li-Ion LED driver,锂离子LED驱动器,
LT1933,LT1933,
negative output from a buck regulator,降压型稳压器的负输出,
LT1936,LT1936,
producing a lower output voltage from,从输入产生较低输出电压,
small size and versatility,体积小且通用性强,
typical application for,典型应用,
LT1937,LT1937,
easy dimming control,简易调光控制,
Li-Ion powered driver for,锂离子供电驱动器,
LT1940,LT1940,
"high frequency, current mode switching minimizes component size",高频电流模式开关可减小元件尺寸,
2-phase switching eases EMI concerns,两相开关减轻电磁干扰问题,
soft-start and power good pins simplify supply sequencing,软启动和电源正常引脚简化电源时序控制,
LT1943,LT1943,
LT1952,LT1952,
flexible circuit,柔性电路,
synchronous forward converter based on,基于该器件的同步正激转换器,
LT1956,LT1956,
LT1961,LT1961,
boosted output current with “snap-back” current limiting,采用“回跳”式限流提升输出电流,
LT1983-3,LT1983-3,
LT1991,LT1991,
battery monitor circuit,电池监测电路,
easy to use,易于使用,
op amp,运算放大器,
resistors,电阻器,
LT1993-2,LT1993-2,
LT1993-x,LT1993-x,
LT3010,LT3010,
versatile and rugged regulator,通用且坚固的稳压器,
LT3092,LT3092,
LT3420,LT3420,
interfacing to microcontroller,与微控制器接口,
LT3430,LT3430,
efficiency vs load current,效率随负载电流变化关系,
"small size, low output ripple voltage",体积小、输出纹波电压低,
LT3431,LT3431,
LT3433,LT3433,
4V–60V input to 5V output DC/DC automotive converter,4V–60V输入至5V输出的汽车用DC/DC转换器,
8V–60V input to 12V output DC/DC converter,8V–60V输入至12V输出的DC/DC转换器,
LT3434,LT3434,
Burst Mode operation,突发模式运行,
low dropout,低压差,
power good,电源正常,
soft-start,软启动,
LT3437,LT3437,
LT3439,LT3439,
LT3463,LT3463,
CCD sensor bias supply,CCD传感器偏置电源,
dual output ±20V converter,双输出±20V转换器,
LT3464,LT3464,
16V bias supply,16V偏置电源,
±20V bias supply,±20V偏置电源,
34V bias supply,34V偏置电源,
20V bias supply with variable output voltage,输出电压可调的20V偏置电源,
LT3465 white LED driver,LT3465白光LED驱动器,
LT3467,LT3467,
LT3468-1,LT3468-1,
LT3470,LT3470,
current mode control,电流模式控制,
design flexibility with integrated boost diode,集成升压二极管带来的设计灵活性,
LT3471,LT3471,
LT3474,LT3474,
LT3475,LT3475,
LT3477,LT3477,
LTC1472,LTC1472,
LTC1473,LTC1473,
LTC1474,LTC1474,
3.3V/10mA regulator,3.3V/10mA稳压器,
inductor current control,电感电流控制,
step-down regulator,降压稳压器,
LTC1475,LTC1475,
pushbutton ON/OFF operation,按键开关操作,
LTC1477,LTC1477,
current-limited boost regulator,限流升压稳压器,
short-circuit protection,短路保护,
load disconnect,负载断开,
LTC1480,LTC1480,
ultralow standby power RS485 transceiver,超低待机功耗RS485收发器,
LTC1481,LTC1481,
LTC1483,LTC1483,
LTC1487,LTC1487,
LTC1504,LTC1504,
LTC1514,LTC1514,
LTC1515,LTC1515,
LTC1516,LTC1516,
2-cell to 5V conversion,双节电池至5V转换,
ultralow quiescent current,超低静态电流,
LTC1518/LTC1519/LTC1520,LTC1518/LTC1519/LTC1520,
LTC1535,LTC1535,
LTC1538-AUX,LTC1538-AUX,
LTC1539,LTC1539,
LTC1541,LTC1541,
LTC1543,LTC1543,
LTC1544,LTC1544,
LTC1560-1,LTC1560-1,
DC accuracy,直流精度,
elliptic transfer function,椭圆传递函数,
frequency and time-domain response,频域和时域响应,
LTC1562,LTC1562,
LTC1563,LTC1563,
Chebyshev filters with gain,带增益的切比雪夫滤波器,
LTC1563-3,LTC1563-3,
LTC1564,LTC1564,
dual power supply circuit,双电源电路,
filtering performance and operation,滤波性能与工作特性,
LTC1565-31,LTC1565-31,
LTC1569-7,LTC1569-7,
LTC1574,LTC1574,
low noise regulator,低噪声稳压器,
LTC1590,LTC1590,
amplified attenuator and attenuated PGA,放大衰减器和衰减型可编程增益放大器,
digitally controlled attenuator and PGA,数字控制衰减器和可编程增益放大器,
LTC1592,LTC1592,
LTC1594/LTC1594L/LTC1598/LTC1598L,LTC1594/LTC1594L/LTC1598/LTC1598L,
individual ADC and MUX chip,独立ADC与多路复用器芯片,
latchup proof MUX inputs,抗闭锁多路复用器输入,
MUXOUT/ADCIN,MUXOUT/ADCIN,
"versatile, flexible serial I/O",通用灵活串行I/O,
LTC1595/LTC1596,LTC1595/LTC1596,
16-bit DACs,16位数模转换器,
16-bit accuracy over temperature without autocalibration,无需自校准的全温区16位精度,
precision ±10V outputs with a dual op amp,采用双运放实现的精密±10V输出,
precision 0V to 10V outputs with one op amp,采用单运放实现的精密0V至10V输出,
ultralow 1nV-s glitch,超低1nV·s毛刺,
LTC1597 DAC,LTC1597数模转换器,
LTC1604,LTC1604,
differential inputs reject common mode noise,差分输入抑制共模噪声,
LTC1605,LTC1605,
LTC1622,LTC1622,
LTC1625,LTC1625,
LTC1626,LTC1626,
current mode architecture,电流模式架构,
duty cycle in dropout mode,压降模式下的占空比,
high efficiency 5V to 3.3V conversion,高效率5V至3.3V转换,
PMOS switch,PMOS开关,
single-cell Li-Ion operation,单节锂离子电池工作模式,
LTC1627,LTC1627,
single Li-Ion applications,单节锂离子电池应用,
SYNC/FCB pin,SYNC/FCB引脚,
LTC1628,LTC1628,
LTC1628-SYNC,LTC1628-SYNC,
LTC1629,LTC1629,
LTC1642 InfiniBand Hot Swap circuit,LTC1642 InfiniBand热插拔电路,
LTC1643,LTC1643,
LTC1643L,LTC1643L,
LTC1645,LTC1645,
LTC1645 Hot Swap controller,LTC1645热插拔控制器,
power supply tracking and sequencing,电源跟踪与排序,
LTC1646 Hot Swap controller,LTC1646热插拔控制器,
LTC1668,LTC1668,
LTC1685,LTC1685,
LTC1686/LTC1687,LTC1686/LTC1687,
LTC1694,LTC1694,
LTC1695,LTC1695,
LTC1698,LTC1698,
LTC1699,LTC1699,
LTC1699-80,LTC1699-80,
LTC1699EGN,LTC1699EGN,
LTC1700,LTC1700,
"2-cell input, 3.3V/1A output regulator",双节电池输入、3.3 V/1 A输出稳压器,
"3.3V input, 5V/3A output boost regulator",3.3 V输入、5 V/3 A输出升压稳压器,
LTC1702,LTC1702,
LTC1703,LTC1703,
LTC1704,LTC1704,
LTC1709-7,LTC1709-7,
LTC1709-8/LTC1709-9,LTC1709-8/LTC1709-9,
design example,设计示例,
LTC1728-1.8 triple supply monitor,LTC1728-1.8三路电源监视器,
LTC1729 Li-Ion charge termination IC,LTC1729锂离子电池充电终止集成电路,
LTC1731,LTC1731,
LTC1731-4.2,LTC1731-4.2,
LTC1733,LTC1733,
charge cycle with thermal limit in operation,带热限值运行的充电周期,
complete standalone charger,完整独立式充电器,
thermal feedback loop,热反馈环路,
thermally enhanced package,热增强型封装,
LTC1734,LTC1734,
programmable constant current source,可编程恒流源,
simple low cost Li-Ion charger,简单低成本锂离子电池充电器,
LTC1735,LTC1735,
LTC1736,LTC1736,
LTC1754 white LED driver,LTC1754白光LED驱动器,
LTC1760 dual smart battery charger,LTC1760双智能电池充电器,
power management,电源管理,
LTC1771,LTC1771,
LTC1773,LTC1773,
LTC1778,LTC1778,
LTC1799 resistor-programmed oscillator,LTC1799阻容编程振荡器,
fast start-up time,快速启动时间,
temperature-to-frequency converter,温度-频率转换器,
"tiny circuit, big performance",小尺寸电路，高性能,
two-step design process,两步设计流程,
LTC1840,LTC1840,
LTC1851,LTC1851,
LTC1864,LTC1864,
LTC1871,LTC1871,
LTC1872,LTC1872,
LTC1876,LTC1876,
LTC1877,LTC1877,
LTC1878,LTC1878,
